Column,id,year,text,company,ciarfn
8830,529711,1912,LAKE STTORE SYrN PIC ATET LI mItEDI,LAKE STTORE SYRN PIC ATET,Lake Sttore Syrn Pic Atet
8831,12331,1887,LAKE SUPERIOK COPPER,LAKE SUPERIOR COPPER,Lake Superior Copper
8832,12320,1887,"LAKE SUPERIOR COPPER COMPANY,",LAKE SUPERIOR COPPER COMPANY,Lake Superior Mining Company Limited
8833,263228,1903,LAKE OF THE WOODS ONTARIO GOLD MINING,LAKE THE WOODS ONTARIO GOLD,Lake The Woods Ontario Gold
8834,392578,1910,"highest, 25s. ; lowest, 16s. Latest price, 17s., 18s. LAKE V I EW SO 0 TRTXTM 11EDT",LAKE TRTXTM EDT,Lake Trtxtm Edt
8835,693380,1914,"LAKE VIEW AND OROYAV EXPLORATION, LIMITED.",LAKE VIEW AND OROYAV EXPLORATION,Lake View And Star Limited
8836,927720,1918,"LAKE VIEW AND STAR, LTD. Directors Qualification, except first directors, 100 shares . F. A. Govett, Chairman.",LAKE VIEW AND STAR LIMITED,Lake View And Star Limited
8837,693501,1914,LAKE VIEW BOUTH,LAKE VIEW BOUTH,Lake View Consols Limited
8838,514389,1912,LAKE VIEW SOUTH,LAKE VIEW CONSOLS LIMITED,Lake View Invcstment Rust Limited
8839,1011152,1920,":7 highest, 2s. 10;d.; lowest, 7ld. Latest price, 25 Rd. LAKE VIEW INVcSTMENT T RUST, LTD. Omces l, London Wall Buildings, 13.0. 2.",LAKE VIEW INVCSTMENT RUST LIMITED,Lake View Invcstment Rust Limited
8840,864495,1917,"LAKE VIEW11 szFaT LIMITED. Directors Qualification, except first directors, 100 shares . F. A. Govett, Chairman. I J. H. Agnew. I .l. H. Gardner-James. | H. W. P. Clinton.",LAKE VIEW LIMITED,Lake View Limited
8841,864556,1917,LAKE VIEW SOUTH,LAKE VIEW SOUTH,Lake View South Limited
8842,200651,1895,"LAKES MINES COMPANY, LIMITED.",LAKES MINES COMPANY LIMITED,Lakes Mines Company Limited Lambert
8843,737159,1915,"LALoKcEal SVeIcEreWtarySOanUdTH Secretary and Ofilcss H. M. Bristowe, Grenfell Street, Adelaide B.A. . Ofllces G. G. Bay, 1, London Wall Buildings, E.O.",LALOKCE SVOICE RYSOOCUYTH,Lalokce Svoice Rysoocuyth
8844,927850,1918,"LAM BTON AND HETTON COLLIERIES, LTD. Directors Baron Joicey, J.P., D.L., Chairman; Manor Hon- J- A. Joicey, J.P",LAM BTON AND HETTON COLLIERIES,Lambton And Hjtfon Collieries Limited
8845,864565,1917,LAM BTON vAND HETTON COLLIERIESI LIMITED.,LAM BTON VAND HETTON COLLIERIESI,Lam Bton Vand Hetton Collieriesi
8846,435533,1910,LAM PA MINING COMPANY. LIMITED.,LAM MINING COMPANY LIMITED,Lam Mining Company Limited
8847,725723,1915,DE LAMAR COMPANY. LIMITED.,LAMAR COMPANY LIMITED,Lamar Company Limited
8848,693511,1914,"LAMBTON AND HETTQN COLLIERIES, LIMITED.",LAMBTON AND HETTQN COLLIERIES LIMITED,Lambton And Hjtfon Collieries Limited
8849,263232,1903,LAMBTON COLLIEFZIESI LIMITED.,LAMBTON COLLIEFZIESI LIMITED,Lambton Colliefziesi Limited
8850,320546,1908,"LAMBTON LLIERIES, LTMTTECX",LAMBTON LLIERIES LTMTTECX,Lambton Llieries Ltmttecx
8851,376673,1909,LAMPA MINING COMPANY. LIMITED.,LAMPA MINING COMPANY LIMITED,Lampa Mining Company Limited
8852,1094427,1922,"LAMPA MINING, 00.. LTD.",LAMPA MINING LIMITED,Lampa Mining Company Limited
8853,320553,1908,"LAMPA MINLNG C.OM.PANY, LIMITED. J. Directors Qualification, 260 share . Lionel Barber. | L. G. Beaumont. | H. P. Gamon. Consulting Engineer R. D- Barber, Corocoro, Bolivia. Solicitors Gamon, Farmer & Co. I Bankers London City and Midland Bank, Ltd. Auditors Pickard, Crosland & Smith, Leeds. Secretary and Offices Thomas S. Hancox, 80-83, Drury Buildings, Liverpool.",LAMPA MINLNG PANY LIMITED,Lampa Minlng Pany Limited
8854,496551,1911,LAMPLUGH IRON ORE COMPANY. LIMITED .,LAMPLUGH IRON ORE COMPANY LIMITED,Lamplugh Iron Ore Company Limited
8855,795333,1916,LAN CASTER S STEAM COAL,LAN CASTER STEAM COAL,Lan Caster Steam Coal
8856,496566,1911,"LAN GAS COAL COMPANY, LIMITED.",LAN GAS COAL COMPANY LIMITED,Lan Gas Coal Company Limited
8857,558346,1912,LAN GAS CQAIZCQJv MY Directors John Thomas ; Jenkin Thomas ; Rev. T. B. Phillips.,LAN GAS CQAIZCQJV,Lan Gas Cqaizcqjv
8858,1052727,1921,"LANCABTEBXS STEAM COAL COLLIERIES ,",LANCABTEBXS STEAM COAL COLLIERIES,Lancabtebxs Steam Coal Collieries
8859,693545,1914,"LANCARROIW TIN ALLUVIALS, LIMITED.",LANCARROIW TIN ALLUVIALS LIMITED,Lancarrow Tin Alluvials Limited
8860,737208,1915,LANCARROW TIN ALLUVIALS. LIMITED.,LANCARROW TIN ALLUVIALS LIMITED,Lancarrow Tin Alluvials Limited
8861,435539,1910,"Toe authorised capital is £35,000, in 35 000 shares of £1 each ; 23,280 issued and fully paid. There are £6,420 part of £10,000 seven debentures. The accounts to July 31st, 1909, subrn rttd December showed £582 loss increasing debit balance to £5,072 ; cash £222, debtors ore on hand £228; creditors £901. Transfer form, common ; fee. 2s. LANCASTE R SYNDICATE7 LIMITED.",LANCASTE SYNDICATE LIMITED,Lancaste Syndicate Limited
8862,296253,1908,LANCASTEB WEST GOLD.,LANCASTEB WEST GOLD,Lancasteb West Gold
8863,971532,1919,"LANCASTER S DSTEAM com. CO LLlERIES, LTD. irectors Qualification, £500 .",LANCASTER DSTEAM LLLERIES LIMITED,Lancaster Gold Mining Company Limited
8864,376690,1909,"LANCASTER, SPEIR AND COMPANY, LI M ITED .",LANCASTER SPEIR AND COMPANY ITED,Lancaster Speir And Company Ited
8865,376714,1909,LANCASTER S STEAM OOAL.,LANCASTER SPEIR AND COMPANY ITED,Lancaster Steam Coal Collieries Limited
8866,864620,1917,LANCASTER S STEAM COAL,LANCASTER STEAM COAL COLLIERIES LIMITED,Lancaster Steam Coal Collieries Limiteddir
8867,693565,1914,LANCASTER S STEAM COAL,LANCASTER STEAM COAL COLLIERIESI LIMITED,Lancaster Steam Coal Collieries Limited
8868,263255,1903,"LANCASTER S sTEAMÃƒÆ Ã Â coAL c oLLIERIEs, LIMITED.",LANCASTER STEAMÃ Æ Ã Â,Lancaster West Gold Mining Limited
8869,468922,1911,LANCASTER WEST GOLD,LANCASTER WEST GOLD MINING LTPT,Lancaster West Gold Mining Ltpt
8870,435541,1910,LANCASTErrS STEAM CO Air C LXrERIES. LIMTTETv;,LANCASTERRS STEAM LXRERIES LIMTTETR,Lancasterrs Steam Lxreries Limttetr
8871,280349,1908,"LANCEFIELD CiOLD MINING COMPANY. LTMiTED: Directors Qualification, £100 .",LANCEFIELD CIOLD MINING COMPANY LTMITED,Lancefield Ciold Mining Company Ltmited
8872,626427,1913,LANCEFIELD GOLD MINING,LANCEFIELD GOLD COMPANY LIMITED,Lancefield Goldwwmininq Company Limited
8873,336361,1909,"LANCELOT FREEHOLD TIN & COPPER MINES, LTD.",LANCELOT FREEHOLD TIN COPPER MINES,Lancelot Freeholdlimtiitned And Copper Mines
8874,514426,1912,"LANCELOT TIN MINES, LTD.",LANCELOT TIN MINES LIMITED,Lancelot Tin Mines Limited
8875,864625,1917,"LANCET RHODESIA GOLD MINE, LIMITED.",LANCET RHODESIA GOLD MINE LIMITED,Lancet Rhodesia Gold Mine Limited
8876,296292,1908,"LAND AND INVESTMENT COT FO AFRICA, LTD.",LAND AND INVESTMENT COT AFRICA,Land And Investment For Africa
8877,587550,1913,"LAND AND MINING RIGHTS COMPANY, LIMITED.",LAND AND MINING RIGHTS COMPANY,Land And Mining Rights Company
8878,435549,1910,LAND. OIL AND MINERAL SYNDICATE. LIMITPp7 Directors P. J. Robinson ; 8. U. Osborne; G. T. Sherwood.,LAND OIL AND MINERAL SYNDICATE,Land Oil And Mineral Syndicate
8879,121823,1891,"LAND UNION OF SOUTH AFRICA, LIMITED.",LAND UNION SOUTH AFRICA LIMITED,Land Union South Africa Limited
8880,137227,1893,"LANDAK DIAMOND FIELDS, LIMITED.",LANDAK DIAMOND FIELDS LIMITED,Landak Diamond Fields Limited
8881,169376,1894,"LANDORE COPPER COMPANY, LIMITED.",LANDORE COPPER COMPANY LIMITED,Landore Copper Company Limited
8882,320599,1908,"LANDS AND MINES CO. OF CANADA, LIMITED.",LANDS AND MINES CANADA LIMITED,Lands And Mines Canada Limited
8883,435554,1910,LANE SONS. LIMITED,LANE SONS LIMITED,Lane Sons Limited
8884,37588,1888,"LANEAST AND EGLOSKERRY MANGANESE MINES,",LANEAST AND EGLOSKERRY MANGANESE MINES,Laneast And Egloskerry Manganese Mines
8885,407056,1910,"LANG LAAGTE BL CTOTMBP ANEY , ELIMPITTETDe.Wl GOLD M INl NG",LANG LAAGTE CTOTMBP ANEY ELIMPITTETDE,Lang Laagte Ctotmbp Aney Elimpittetde
8886,558379,1912,LANG LEY BARO NY COAL AND FIRECLAY C 0 LTD.,LANG LEY BARO COAL AND,Lang Ley Baro Coal And
8887,263288,1903,"LANGE S ANTHRACITE COLLIERY,W",LANGE ANTHRACITE COLLIERY,Lange Anthracite Colliery Limited
8888,263297,1903,"LANGE S JESMOND COLLIERIES, LIMITED.",LANGE JESMOND COLLIERIES LIMITED,Lange Jesmond Collieries Limited
8889,376718,1909,"LANGEDRAG GRANITE ....QUARRIES, LIMITED. SecreDtairryectors Qualification. iS60 -J. Sheehan ; T. R. Hughes, Managing. and Offices W. W. Mattingloy. 1, Church Court, Clement s Lane, E.C. This company was registered June 3rd, 1902, to adopt an agreement -with T.",LANGEDRAG GRANITE QUARRIES LIMITED,Langedrag Granite Quarriesi Limited
8890,37596,1888,"LANGFORD MANGANESE COMPANY, LIMITED.",LANGFORD MANGANESE COMPANY LIMITED,Langford Manganese Company Limited
8891,296359,1908,"LANGLA AGTE ESTATE AlGQU M INING CO., LTD. J. B. Robinson, Directors Qualification, fiOO shares . Chairman. | J. W. S. Laugennan, M.L.A., Yice-C airmau. | N. J. Scholtz. J. W. H. Stubhs. | F. 8. Tudhope. I J. H. Butt. | A. Wight. Mine Manager J. A. Hebbard, Langlaagte, Transvaal. Secretary and Head Offices James H. Crosby, Mayfair, Box 98, Johannesburg.",LANGLA AGTE ESTATE ALGQU INING,Langla Agte Estate Algqu Ining
8892,795397,1916,LANGLA.A.GTE ESTATE -,LANGLA GTE ESTATE,Langla Gte Estate
8893,353165,1909,LANGLAAGTE BOYAL GOLD,LANGLAAGTE BOYAL GOLD,Langlaagte Deep Limited
8894,296312,1908,LANGLAAGTE DEEP. LIMITED.,LANGLAAGTE DEEP LIMITED,Langlaagte Estate Gold Mining Limited
8895,468935,1911,"LANGLAAGTE ESTATE &T GOLD MINING C0.7 LTD. Sir J. Directors Qualification, 600 shares . B. Robinson, Bart., Chairman. | J. W. 8. Langerman, M.L.A., Yice-Ckairman,",LANGLAAGTE ESTATE GOLD MINING LIMITED,Langlaagte Exploration Building Limited
8896,55416,1888,"LANGLAAGTE GOLD MINING COMPANY, LIMITED.",LANGLAAGTE GOLD MINING COMPANY LIMITED,Langlaagte Gold Mining Company Limited
8897,121855,1891,LANGLAAGTE ESTATE AND GOLD MINING,LANGLAAGTE ROYAL GOLD MINING COMPANY,Langlaagte Royal Gold Mining Company
8898,69092,1889,"LANGLAND BAY COMPANY, LIMITED.",LANGLAND BAY COMPANY LIMITED,Langland Bay Company Limited
8899,435559,1910,"LANGLEY BARONY COAL AND FIRECLAY CO., LTD.",LANGLEY BARONY COAL AND FIRECLAY,Langley Barony Coal Anqj Ireclay
8900,137233,1893,"LANGNESS COPPER COMPANY, LIMITED.",LANGNESS COPPER COMPANY LIMITED,Langness Copper Company Limited
8901,320616,1908,"LANGSUAlT TTN MINING company, limited. Directors Qualification, 250 shares .",LANGSUALT TTN MINING,Langsualt Ttn Mining
8902,376724,1909,"LANGSUAN TlN MINING COMPANYriJMTED7 A. Walker, Directors Qualification, 250 shares . Chairman. | T. McCullagh Browne. | R. A. D. Howie. James Lang.",LANGSUAN MINING COMPANYRIJMTED,Langsuan Mining Companyrijmted
8903,435568,1910,LANGSUAN TIN MINING COMPANY. LIMITED.,LANGSUAN TIN MINING COMPANY LIMITED,Langsuan Tin Mining Company Limited
8904,725765,1915,DE LANK GRANl TE Q UA R RlES. LIVMITED.,LANK GRANL RLES LIVMITED,Lank Granl Rles Livmited
8905,737340,1915,"LANNER SYNDICATE, LIMITED.",LANNER SYNDICATE LIMITED,Lanner Syndicate Limited
8906,558376,1912,"sha re s are issued and fully paid. Accounts issued to shareholders only. LANQE D RAG G RANITE Q UA R R j ES , Ll M ITED",LANQE RAG RANITE ITED,Lanqe Rag Ranite Ited
8907,435572,1910,"LANWIN SYNDICATE, LIMITED. Secretary and Offloes J. Stevens, 83, Queen Victoria Street, E.C.",LANWIN SYNDICATE LIMITED,Lanwin Syndicate Limited
8908,795182,1916,LARE VIEW SOUTH,LARE VIEW SOUTH,Lare View South
8909,971641,1919,"LARGO COLLIERY CO., LTD. Head Ofi1ces Levns & Marks Building, Box 2567, Johannesburg.",LARGO COLLIERY LIMITED,Largo Collleryuloq Limited
8910,1052824,1921,"LARGQ COLLIERY 00., LTD.",LARGQ COLLIERY LIMITED,Largq Colliery Limited
8911,263305,1903,"LARKHALL COLLIERIES, LIMITED.",LARKHALL COLLIERIES LIMITED,Larkhall Collieries Limited
8912,12420,1887,"LARUT TIN MINING COMPANY, LIMITED.",LARUT TIN MINING COMPANY LIMITED,Larut Tin Mining Company Limited
8913,496616,1911,"LAS ANIMAS COCOPMPPEARNY, MLIIMNIITNEGD. AND SMELTING",LAS ANIMAS COCOPMPPEARNY MLIIMNIITNEGD AND,Las Animas Cocopmppearny Mliimniitnegd And
8914,263343,1903,LAS ANIMAS COPPER MINING AND SMELTING,LAS ANIMAS COPPER MINING AND,Las Animas Copper Mining And
8915,104196,1891,LAS BRT7JAS COLOMBIA HYDRAULIC OOLD-contu ued.,LAS BRTTJAS COLOMBIA HYDRAULIC OOLD,Las Brttjas Colombia Hydraulic Oold
8916,69113,1889,LAS BRUJAS COLOMBIA HYDRAULIC GOLD,LAS BRUJAS COLOMBIA HYDRAULIC GOLD,Las Brujas Colombia Hydraulic Gold
8917,376766,1909,LAS CABE88ES M ANGANESE.,LAS CABE ANGANESE,Las Cabe Anganese
8918,200712,1895,"LAS CABESSES MANGANESE MINES, LIMITED,",LAS CABESSES MANGANESE MINES LIMITED,Las Cabesses Manganese Mines Limited
8919,263367,1903,LAS PERAS MEXICO GOLD MINESI LIMITED.,LAS PERAS MEXICO GOLD MINESI,Las Peras Mexico Gold Minesi
8920,263370,1903,LAS ROZAS MINES. LIMITED.,LAS ROZAS MINES LIMITED,Las Rozas Mines Limited
8921,559110,1912,"LASKA SYNDICATE, UM TED7",LASKA SYNDICATE TED,Laska Syndicate Ted
8922,558279,1912,"LASKecEretaCryOPaPnEdB PBOPBIETABY Offices C. Maurice Champne6s, A.C.A., 103, Cannon Street, E.C.",LASKECE CRYOPEPCE PBOPBIETABY,Laskece Cryopepce Pbopbietaby
8923,558208,1912,LASrERRA DE LOS-SAN TOS MERC U R Y M IN E S7 LTDT,LASRERRA LOS SAN TOS MERC,Lasrerra Los San Tos Merc
8924,12426,1887,LAST CHANCE CONSOLIDATED SILVER,LAST CHANCE CONSOLIDATED SILVER,Last Chance Consolidated Silver
8925,434250,1910,LATE ARRIVALS in RED,LATE ARRIVALS RED REGULAR TIME,Late Arrivals Red Regular Time
8926,263385,1903,LATHOM GOLD MINING COMPANY. LIMITED.,LATHOM GOLD MINING COMPANY LIMITED,Lathom Gold Mininqgcgqmpany Limited
8927,263395,1903,LAU RENCE SYN DICATE. LIMITED.,LAU RENCE SYN DICATE LIMITED,Laurence Syndicate Limited
8928,1136012,1923,LAURELS COLL IERY. LTD Directors. .,LAURELS COLL IERY LIMITED,Laurels Coll Iery Limited
8929,558402,1912,"£196, calls in arrear £125. Transfer form, common ; fee, 2 . 6d. LAURENCE SYNDTCATE LIMITED.",LAURENCE SYNDTCATE LIMITED,Laurence Syndicate Limited
8930,392649,1910,"LAWN HILL SYN DICATE, LI M ITED.",LAWN HILL SYN DICATE ITED,Lawn Hill Syndicate Limited
8931,567078,1912,"ST LAWRENCE ESTATES, LIMITED.",LAWRENCE ESTATES LIMITED,Lawrence Estates Limited
8932,1010755,1920,"lowest, 15.; 1919: highest, 3s. 45d; lowest, 9d. Latest price, 2s. 3d. DirectorsK-EL. lBAedNfor-dK, ELLAS, LTD. A Chairman. I W. Kellie-Smith.",LBAEDN ELLAS LIMITED,Lbaedn Ellas Limited
8933,435752,1910,LBS MINES DE CUIVBE DE LA BABE oontinued.,LBS MINES CUIVBE BABE,Lbs Mines Cuivbe Babe
8934,468218,1911,"t o lCO.COO. KILLIN MINING COMPANY, LIMITED.",LCO COO KILLIN MINING COMPANY,Lco Coo Killin Mining Company
8935,1052996,1921,"LEAD AND ZINC CONCENTRATES, LTD Ofl loes 117, Wellington Street, Glasgow.",LEAD AND ZINC CONCENTRATES LIMITED,Lead And Zinc Concentrates Limited
8936,1011281,1920,"LEAD Argg z| c CONCENTRKT E ST LTD cos 117, Wellington Street, Glasgow.",LEAD CONCENTRKT LIMITED,Lead Concentrkt Limited
8937,12442,1887,"LEAD ERA MINING COMPANY, LIMITED.",LEAD ERA MINING COMPANY LIMITED,Lead Era Mining Company Limited
8938,376870,1909,"LEAD HILLS COMPANY, LIMITED.",LEAD HILLS COMPANY LIMITED,Lead Hills Company Limited
8939,69210,1889,"LEAD MINES SYNDICATE, LIMITED.",LEAD MINES SYNDICATE LIMITED,Lead Mines Syndicate Limited
8940,376866,1909,"LEAD MINES OF TIBET, LIMITED.",LEAD MINES TIBET LIMITED,Lead Mines Walqeei Limited
8941,737424,1915,"LEAD PROPERTIES DEVELOPMENT SYND.,",LEAD PROPERTIES DEVELOPMENT SYNDICATE,Lead Properties Develqrment Syn Limited
8942,263503,1903,LEADEILLB SILVER-LEAD MINING,LEADEILLB SILVER LEAD MINING,Leadeillb Silver Lead Mining
8943,558502,1912,"LEADH ILLS COMPANY, LIMITED.",LEADH ILLS COMPANY LIMITED,Lead Hills Company Limited
8944,496671,1911,"LEADHILLS COMPANY, LIMITED.",LEADHILLS COMPANY LIMITED,Lead Hills Company Limited
8945,12448,1887,LEADHILLS SILVER-LEAD MINING AND,LEADHILLS SILVER LEAD MINING AND,Leadhills Silver Lead Mining And
8946,326763,1908,the LEADING NEWSPAPERS of IRELAND.,LEADING NEWSPAPERS IRELAND,Leading Newspapers Ireland
8947,320726,1908,LEADVfLTrE lvirNING S Y N DTc TETTllvn fED7,LEADVFLTFE IRNING DTF TETTFL RED,Leadvfltfe Irning Dtf Tettfl Red
8948,37663,1888,"LEADVILLE MINES, LIMITED.",LEADVILLE MINES LIMITED,Leadville Mines Limited
8949,116291,1891,LE8TER. JOHN GEORGE,LEBTER JOHN GEORGE LILLEY JOSEPH,Lebter John George Lilley Joseph
8950,1136122,1923,"LECKHAMF TON 1QUARRIES CO.I LTD vectors. Admiral Sir C. H. Coke, K.G.V.O., Chairman. I H. Unwin, Wee-Chairman.",LECKHAMF TON QUARRIES LIMITED,Leckhamf Ton Quarries Limited
8951,469050,1911,went into liquidation. LEE UWPOORT GOLD MINING COMPANY7 LIMITEDT,LEE UWPOORT GOLD MINING COMPANY,Lee Uwpoort Gold Mining Company
8952,104276,1891,"LEECHMAN PROSPECTING COMPANY, LIMITED.",LEECHMAN PROSPECTING COMPANY LIMITED,Leechman Prospecting Company Limited
8953,263509,1903,LEECHVAN Pl sosgegjne COMPANY. LIMITED.,LEECHVAN COMPANY LIMITED,Leechvan Company Limited
8954,104301,1891,"LEEDS COPPER COMPANY, LIMITED,",LEEDS COPPER COMPANY LIMITED,Leeds Copper Company Limited
8955,972599,1919,"LEEDS LONDON OFFICE : l,Broad St. P|ace,E.G.2",LEEDS LONDON OFFICE,Leeds London Office
8956,1094697,1922,"LEESWOOD GREEN COLLIERY CO-. LTD. Managers and Oflices E Roberts 8: 00., Royal Liver Building, Liverpool.",LEESWOOD GREEN COLLIERY LIMITED,Leeswood Green Colliery Limited
8957,12504,1887,"LEESWOOD SMELTING COMPANY,",LEESWOOD SMELTING COMPANY,Leeswood Smelting Company Limited
8958,121919,1891,"LEEUWENKOP GOLD MINING COMPANY, LIMITED.",LEEUWENKOP GOLD MINING COMPANY LIMITED,Leeuwenkop Gold Mining Company Limited
8959,971753,1919,LEEUWPOOBT AFRICAN FARMS I IN,LEEUWPOOBT AFRICAN FARMS,Leeuwpoobt African Farms Tin
8960,928163,1918,LEEUWPOOR I AFRICAN FARMS TIN .,LEEUWPOOR AFRICAN FARMS TIN,Leeuwpoor African Farms Tin
8961,928146,1918,LEEUWPOORT AFRICADIEIEEARMS TIN MINESI LTDr 0118.,LEEUWPOORT AFRICADIEIEEARMS TIN MINESI LTDR,Leeuwpoort Africatbearms Tin Mines Limited
8962,737451,1915,LEEuwPooRT AFRVICAN FARMS TIN MINES. LTD.,LEEUWPOORT AFRVICAN FARMS TIN MINES,Lee Uwpoort Gold Mining Company
8963,587703,1913,"LEEUWPOQRT AFRICAN FARMS TIN MINES, LTD.",LEEUWPOQRT AFRICAN FARMS TIN MINES,Leeuwpoqrt African Farms Tin Mines
8964,37685,1888,"LEGAL TENDER MILLING AND MINING COMPANY,",LEGAL TENDER MILLING AND MINING,Legal Tender Milling And Mining
8965,693676,1914,"LEGEH CONCES IONS SYNDICATE, LIMITED.",LEGEH CONCES IONS SYNDICATE LIMITED,Legeh Concessjpns Syndicate Limited
8966,200798,1895,"LEH CHIN MINING COMPANY, LIMITED.",LEH CHIN MINING COMPANY LIMITED,Leh Chin Mining Company Limited
8967,435685,1910,LEH I GH VALLEY COAL COM PAN Y7,LEH VALLEY COAL COM PAN,Leh Valley Coal Com Pan
8968,928188,1918,LEHIGH VllgLLEY COAL CO. . irectors.,LEHIGH LGLLEY COAL,Lehigh Lglley Coal
8969,865011,1917,LEHIGH VALLDEirYectoCrsO. AL COMPANY.,LEHIGH VALLDEIRY COMPANY,Lehigh Valley Coal Company
8970,737513,1915,"LEHIGH VALLEY COAL Coal Co. Of the five per cent. gold bonds $6,810,000 were issued in London",LEHIGH VALLEY COAL COMPANY,Lehigh Valley Coar Company
8971,376918,1909,"LEHlGlH VALLEY COAL COMPANY. Secretary and Offices David q. Bairo, 8, South Third Street. Philadelphia, T7.S.A. This company was incorporated in Pennsylvania on May 29th, 1871, and owns",LEHLGLH VALLEY COAL COMPANY,Lehlglh Valley Coal Company
8972,865067,1917,"LEICESTERSHIRE col LIERY AND PIPE Co., LTD. Directors.",LEICESTERSHIRE LIERY AND PIPE LIMITED,Leicestershire Liery And Pipe Limited
8973,336384,1909,LEICHHARDT CLONCURKY DEVELOPMENT CO.. LTD. Directors.,LEICHHARDT CLONCURKY DEVELOPMENT LIMITED,Leichhardt Cloncurry Development Limited
8974,737523,1915,LELANT CORNWALL EXPLORATION SYNDICATE LIMITED.,LELANT CORNWALL EXPLORATION SYNDICATE LIMITED,Lelant Cornwall Exploration Syndicate Limited
8975,626638,1913,LELANT SYNDICATE. LIMITED.,LELANT SYNDICATE LIMITED,Lelant Syndicate Limited
8976,693732,1914,"on allotment. The statutory report was submitted February 21st, 1913. LELY GOLD EXPLORATION 7 COM PANY. LIMITED. Directors A. R. Clements; J. R. King; I. C. Mitchell; Secretary and omoes-u. G. S. Waterlow, J.P.. D.L. W. Batty.",LELY GOLD EXPLORATION COM PANY,Lely Gold Exploration Company Limited
8977,1011409,1920,"LEN A GOLDFIELDS, LTD. Directors Qualification. 250 shares .",LEN GOLDFIELDS LIMITED,Len Goldfields Limited
8978,737542,1915,"LENA GOL fiFlELDS, LIMITED.",LENA GOL IFLELDS LIMITED,Lena Gol Iflelds Limited
8979,376935,1909,LENA GOLDFIELDS. LIMITED.,LENA GOLDFIELDS LIMITED,Lena Goldflelds Limited
8980,693782,1914,LENA GOLDI IELDB oontinued.,LENA GOLDI IELDB,Lena Goldi Ieldb
8981,558580,1912,"LENA GOLDnELDS, LIMITED.",LENA GOLDNELDS LIMITED,Lena Goldnelds Limited
8982,693742,1914,have received 570 per cent. LENA GOLOIEIELDS. LIMITED.,LENA GOLOIEIELDS LIMITED,Lena Goloieields Limited
8983,928333,1918,"LENA-KOROLON GOLD MINES, LTD.",LENA KOROLON GOLD MINES LIMITED,Lena Korolon Gold Mines Limited
8984,693815,1914,"LENA TAIGA SYNDICATE, LIMITED.",LENA TAIGA SYNDICATE LIMITED,Lena Taiga Syndicate Limited
8985,104355,1891,"LEON COBALT AND COPPER MINING COMPANY,",LEON COBALT AND COPPER MINING,Leon Cobalt And Copper Mining
8986,320750,1908,"LEON SYNDICATE, LIMITED.",LEON SYNDICATE LIMITED,Leon Syndicate Limited
8987,263540,1903,LEONA GOLD AND SILVER MINING COMPANY.,LEONA GOLD AND SILVER MINING,Leona Gold And Silver Mining
8988,928336,1918,LEONESA MINE. LTD.,LEONESA MINE LIMITED,Leonesa Mines Limited
8989,12518,1887,"LEPPEN GOLD MINING SYNDICATE,",LEPPEN GOLD MINING SYNDICATE,Leppen Gold Mining Syndicate Limited
8990,529228,1912,K LERI S DORP P RO P R I ETARY M I NES7 LTM ITHD.,LERI DORP ETARY NES LTM,Leri Dorp Etary Nes Ltm
8991,263562,1903,"LERIDA COPPER MINES, LIMITED.",LERIDA COPPER MINES LIMITED,Lerida Copper Mines Limited
8992,558642,1912,"LERY Ml N I NG COMPANY, LIMITED.",LERY COMPANY LIMITED,Lery Company Limited
8993,435738,1910,"LERY MINING COMPANY, LIMITED.",LERY MINING COMPANY LIMITED,Lery Mining Company Limited Levant
8994,263566,1903,"LES MINES DE CUIVRE. PILOU, LIMITED",LES MINES CUIVRE PILOU LIMITED,Les Mines Cuivre Pilou Limited
8995,435755,1910,"LES MrNES DE CUIVRE, PI LOU. LIMITED.",LES MRNES CUIVRE LOU LIMITED,Les Mrnes Cuivre Lou Limited
8996,55422,1888,"LESTER GOLD MINING COMPANY, LIMITED.",LESTER GOLD MINING COMPANY LIMITED,Lester Gold Mining Company Limited
8997,137419,1893,"LESTER, WATSON, AND COMPANY, LIMITED.",LESTER WATSON AND COMPANY LIMITED,Lester Watson And Company Limited
8998,121943,1891,"LETABA TRANSVAAL LANDS COMPANY, LIMITED.",LETABA TRANSVAAL LANDS COMPANY LIMITED,Letaba Transvaal Lands Company Limited
8999,693824,1914,LETCHA SYflDIVCAIE- LIMITED.,LETCHA SYFLDIVCAIE LIMITED,Letcha Syfldivcaie Limited
9000,320771,1908,"LETHBRIDGE S MYSORE CONCESSIONS, LIMITED. Liquidator F. W. Cruttenden, A.C.I.S., 2, Great Winchester Street, B.C.",LETHBRIDGE MYSORE CONCESSIONS LIMITED,Lethbridge Mysore Concessions Limited
